Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00    6102/6102        void std::_Destroy<std::pair<int, double>*, std::pair<int, double> >(std::pair<int, double>*, std::pair<int, double>*, std::allocator<std::pair<int, double> >&) [530]
                0.00    0.00    6097/31566       std::_Vector_base<std::pair<int, double>, std::allocator<std::pair<int, double> > >::_M_get_Tp_allocator() [450]
                0.00    0.00    6088/6088        std::_Vector_base<std::pair<int, double>, std::allocator<std::pair<int, double> > >::~_Vector_base() [531]
-----------------------------------------------
                0.00    0.00    6067/6067        void std::_Destroy<std::pair<int, double>*>(std::pair<int, double>*, std::pair<int, double>*) [534]
[533]    0.0    0.00    0.00    6067         void std::_Destroy_aux<true>::__destroy<std::pair<int, double>*>(std::pair<int, double>*, std::pair<int, double>*) [533]
-----------------------------------------------
                0.00    0.00    6063/6063        void std::_Destroy<std::pair<int, double>*, std::pair<int, double> >(std::pair<int, double>*, std::pair<int, double>*, std::allocator<std::pair<int, double> >&) [530]
[534]    0.0    0.00    0.00    6063         void std::_Destroy<std::pair<int, double>*>(std::pair<int, double>*, std::pair<int, double>*) [534]
                0.00    0.00    6067/6067        void std::_Destroy_aux<true>::__destroy<std::pair<int, double>*>(std::pair<int, double>*, std::pair<int, double>*) [533]
-----------------------------------------------
                0.00    0.00    6041/6041        std::_Vector_base<std::pair<int, double>, std::allocator<std::pair<int, double> > >::~_Vector_base() [531]
[535]    0.0    0.00    0.00    6041         std::_Vector_base<std::pair<int, double>, std::allocator<std::pair<int, double> > >::_Vector_impl::~_Vector_impl() [535]
                0.00    0.00    6087/9212        std::allocator<std::pair<int, double> >::~allocator() [518]
-----------------------------------------------
                0.00    0.00    5860/5860        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_insert_unique_pos(int const&) [241]
[536]    0.0    0.00    0.00    5860         std::operator==(std::_Rb_tree_iterator<int> const&, std::_Rb_tree_iterator<int> const&) [536]
-----------------------------------------------
                0.00    0.00    2800/5600        void std::_Destroy_aux<false>::__destroy<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >*>(std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >*, std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >*) [186]
                0.00    0.00    2800/5600        std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >*, unsigned long>(std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >*, unsigned long) [311]
[537]    0.0    0.00    0.00    5600         std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >* std::__addressof<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > >(std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >&) [537]
-----------------------------------------------
                0.00    0.00    5584/5584        std::vector<Bucket, std::allocator<Bucket> >::back() [541]
[538]    0.0    0.00    0.00    5584         __gnu_cxx::__normal_iterator<Bucket*, std::vector<Bucket, std::allocator<Bucket> > >::operator*() const [538]
-----------------------------------------------
                0.00    0.00    5584/5584        std::vector<Bucket, std::allocator<Bucket> >::back() [541]
[539]    0.0    0.00    0.00    5584         __gnu_cxx::__normal_iterator<Bucket*, std::vector<Bucket, std::allocator<Bucket> > >::operator-(long) const [539]
                0.00    0.00    5584/11168       __gnu_cxx::__normal_iterator<Bucket*, std::vector<Bucket, std::allocator<Bucket> > >::__normal_iterator(Bucket* const&) [509]
-----------------------------------------------
                0.00    0.00    5584/5584        std::vector<Bucket, std::allocator<Bucket> >::back() [541]
[540]    0.0    0.00    0.00    5584         std::vector<Bucket, std::allocator<Bucket> >::end() [540]
                0.00    0.00    5584/11168       __gnu_cxx::__normal_iterator<Bucket*, std::vector<Bucket, std::allocator<Bucket> > >::__normal_iterator(Bucket* const&) [509]
-----------------------------------------------
                0.00    0.00    5584/5584        DeltaSteppingParallel2::DeltaSteppingParallel2(Graph const&, int, double, bool, int) [19]
[541]    0.0    0.00    0.00    5584         std::vector<Bucket, std::allocator<Bucket> >::back() [541]
                0.00    0.00    5584/5584        std::vector<Bucket, std::allocator<Bucket> >::end() [540]
                0.00    0.00    5584/5584        __gnu_cxx::__normal_iterator<Bucket*, std::vector<Bucket, std::allocator<Bucket> > >::operator-(long) const [539]
                0.00    0.00    5584/5584        __gnu_cxx::__normal_iterator<Bucket*, std::vector<Bucket, std::allocator<Bucket> > >::operator*() const [538]
-----------------------------------------------
                0.00    0.00    5324/5324        std::allocator<std::pair<int, double> >::allocator(std::allocator<std::pair<int, double> > const&) [543]
[542]    0.0    0.00    0.00    5324         __gnu_cxx::new_allocator<std::pair<int, double> >::new_allocator(__gnu_cxx::new_allocator<std::pair<int, double> > const&) [542]
-----------------------------------------------
                0.00    0.00     726/5322        std::_Vector_base<std::pair<int, double>, std::allocator<std::pair<int, double> > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::pair<int, double>, std::allocator<std::pair<int, double> > >::_Vector_impl&&) [693]
                0.00    0.00     899/5322        std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >::_S_check_init_len(unsigned long, std::allocator<std::pair<int, double> > const&) [652]
                0.00    0.00    1400/5322        std::allocator_traits<std::allocator<std::pair<int, double> > >::select_on_container_copy_construction(std::allocator<std::pair<int, double> > const&) [635]
                0.00    0.00    2297/5322        std::_Vector_base<std::pair<int, double>, std::allocator<std::pair<int, double> > >::_Vector_impl::_Vector_impl(std::allocator<std::pair<int, double> > const&) [610]
[543]    0.0    0.00    0.00    5322         std::allocator<std::pair<int, double> >::allocator(std::allocator<std::pair<int, double> > const&) [543]
                0.00    0.00    5324/5324        __gnu_cxx::new_allocator<std::pair<int, double> >::new_allocator(__gnu_cxx::new_allocator<std::pair<int, double> > const&) [542]
-----------------------------------------------
                0.00    0.00    2291/5316        std::_Vector_base<std::pair<int, double>, std::allocator<std::pair<int, double> > >::_Vector_impl::_Vector_impl(std::allocator<std::pair<int, double> > const&) [610]
                0.00    0.00    3025/5316        std::_Vector_base<std::pair<int, double>, std::allocator<std::pair<int, double> > >::_Vector_impl::_Vector_impl() [575]
[544]    0.0    0.00    0.00    5316         std::_Vector_base<std::pair<int, double>, std::allocator<std::pair<int, double> > >::_Vector_impl_data::_Vector_impl_data() [544]
-----------------------------------------------
                0.00    0.00    5248/5248        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_insert_unique_pos(int const&) [241]
[545]    0.0    0.00    0.00    5248         std::_Rb_tree_iterator<int>::operator--() [545]
-----------------------------------------------
                0.00    0.00    4694/4694        std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::deallocate(std::allocator<std::__detail::_Hash_node_base*>&, std::__detail::_Hash_node_base**, unsigned long) [551]
[546]    0.0    0.00    0.00    4694         __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::deallocate(std::__detail::_Hash_node_base**, unsigned long) [546]
-----------------------------------------------
                0.00    0.00    4694/4694        std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::allocate(std::allocator<std::__detail::_Hash_node_base*>&, unsigned long) [552]
[547]    0.0    0.00    0.00    4694         __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::allocate(unsigned long, void const*) [547]
                0.00    0.00    4694/4694        __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::_M_max_size() const [548]
-----------------------------------------------
                0.00    0.00    4694/4694        __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::allocate(unsigned long, void const*) [547]
[548]    0.0    0.00    0.00    4694         __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::_M_max_size() const [548]
-----------------------------------------------
                0.00    0.00    4694/4694        std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [138]
[549]    0.0    0.00    0.00    4694         std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_buckets(unsigned long) [549]
                0.00    0.00    4694/4694        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >::_M_allocate_buckets(unsigned long) [553]
-----------------------------------------------
                0.00    0.00    4694/4694        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [554]
[550]    0.0    0.00    0.00    4694         std::pointer_traits<std::__detail::_Hash_node_base**>::pointer_to(std::__detail::_Hash_node_base*&) [550]
                0.00    0.00    4694/4694        std::__detail::_Hash_node_base** std::addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&) [557]
-----------------------------------------------
                0.00    0.00    4694/4694        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [554]
[551]    0.0    0.00    0.00    4694         std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::deallocate(std::allocator<std::__detail::_Hash_node_base*>&, std::__detail::_Hash_node_base**, unsigned long) [551]
                0.00    0.00    4694/4694        __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::deallocate(std::__detail::_Hash_node_base**, unsigned long) [546]
-----------------------------------------------
                0.00    0.00    4694/4694        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >::_M_allocate_buckets(unsigned long) [553]
[552]    0.0    0.00    0.00    4694         std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::allocate(std::allocator<std::__detail::_Hash_node_base*>&, unsigned long) [552]
                0.00    0.00    4694/4694        __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::allocate(unsigned long, void const*) [547]
-----------------------------------------------
                0.00    0.00    4694/4694        std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_buckets(unsigned long) [549]
